DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYSIS & RESEARCH BRANCH,NATIONAL CENTRE FOR SOCIAL RESEARCH,1011707857,154742,The Food and You Survey Waves 4-6 Fieldwork and Reporting (Wave 5),EC1V 0AX,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,NATIONAL FOOD CRIME UNIT - PHASE 2,S A S SOFTWARE LTD,1011708027,125000,Memex licenses,SL7 2EB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-14,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERV OUTSRCG- CIVIL SERV PENSION ADMIN,FINANCE,LONDON PENSIONS FUND AUTHORITY,1011707979,121657.75,2018-19 LPFA Pension Deficit reduction.,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,C E F A S,2012700549,93750,EU Reference Laboratory for Bacteriological and Viral Contamination of Molluscs (BVCM),NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-10,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER SOFTWARE,IT SERVICE DELIVERY,COMPUTACENTER UK LTD,1011707898,57588,Citrix - Virtual Apps and Desktops Service,AL10 9TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,FOOD INCIDENTS AND RESILIENCE PROG(PROG),S A S SOFTWARE LTD,1011708027,48855,Computer Software,SL7 2EB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,DIGITAL,ACQUIA INC,1011707982,46180,Drupal Application Hosting,EC2A 1BR,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-12,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,CIVICA UK LTD,1011707937,44904.85,T&M Call-off: Additional Professional Services,DY1 4TD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-07,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL FOOD CRIME UNIT - PHASE 2,PA CONSULTING SERVICES LTD,1011707887,44180,NFCU Project Workstream Delivery,SG8 6DP,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-12-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011708018,42417.84,"Datacentre Discovery and Design - Variable - Azure Basket of Goods - VMs, OMS & Storage (WP5)",EC1A 4EN,ADMIN
