DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier ,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,PUBLIC HEALTH ENGLAND,2012700880,510000,CO-FUNDING OF NATIONAL DIETARY AND NUTRITION SURVEY (NDNS) BY THE AGENCY,NW9 5EQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-16,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERV OUTSRCG- CIVIL SERV PENSION ADMIN,FINANCE,LONDON PENSIONS FUND AUTHORITY,1011714141,250000,SOP1-676833-173305-173858-LPFA ERS,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,FOOD INCIDENTS AND RESILIENCE PROG(PROG),WORLD HEALTH ORGANIZATION,20000148,202726,SOP5-WQ673326-173305-173858-FSA-Payment Into Foreign BankWHO SECONDMENT 2020-21,SWITZERLAND,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"NOVEL FOODS, GM, RADIOLOGICAL AND FEED ADDITIVES",C E F A S,2012700877,184931.86,FS101211 - Sampling and analysis contact to be undertaken by CEFAS,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"NOVEL FOODS, GM, RADIOLOGICAL AND FEED ADDITIVES",C E F A S,2012700877,184931.86,FS101211 - Sampling and analysis contact to be undertaken by CEFAS,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011714019,103841.88,IT24 Var 1 - Azure CSP - Consumption,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011714019,103841.88,IT24 Var 2 - Azure CSP ? Consumption Aug 20,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,Surveillance,COGNIZANT WORLDWIDE LTD,1011714123,100405.8,Supply of Data Science Capability September 2020,W2 6BD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011714189,97176.19,IT24 Var 2 - Azure CSP ? Consumption Sept 20,EC1N 8TS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,PUBLIC HEALTH ENGLAND,2012700884,82089.03,FS516010 - National Reference Laboratory for Microbiology,NW9 5EQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER TRAVEL,FINANCE,HMRC,10000222,76972.56,SOP6-WQ678561-173305-173858-FSA-CHAPS/FP-TAXABLE TRAVEL PSA 1920,BD98 8AA,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,ACHIEVING BUSINESS COMPLIANCE,DELOITTE LLP,1011714037,66120,ABC - Support to Achieving Business Compliance,MK9 1FD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-06,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,ACHIEVING BUSINESS COMPLIANCE,DELOITTE LLP,1011714037,66120,UK VAT - UK VAT,MK9 1FD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-20,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,FOOD INCIDENTS AND RESILIENCE PROG(PROG),RAINMAKER SOLUTIONS LTD,1011714158,50310,FS910092 Contract Variation for SoW015 Incidents Service Beta Delivery,W1A 6US,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700871,43870.9,Shellfish Biotoxin Analysis,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-15,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011714124,38716.8,IT25 Helpdesk Servicedesk (Sep 20 - Mar 21),NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-23,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011714183,38716.8,IT25 Helpdesk Servicedesk (Sep 20 - Mar 21),NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"SCIENCE STRATEGY, CAPABILITY AND RESEARCH",FENIX MEDIA T/A FACE,1011714120,36769.46,FS900104 Food Trends Analysis,WIT 5BG,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-12,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,DIGITAL,NOT BINARY LTD,1011714090,35400,FSA Food Ecosystem Discovery,E1 6JE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"SCIENCE STRATEGY, CAPABILITY AND RESEARCH",PUBLIC HEALTH ENGLAND,2012700887,34063.2,Research Project: Comparing methodologies used to estimate foodborne disease,SP4 0JG,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,FOOD HYPERSENSITIVITIES,R S M UK CONSULTING LLP,1011714169,33009.6,FS430387 Estimating The Financial Cost To Individual Sufferers Living With A Food Hypersensitivity,EC4A 4AB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-15,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,FINANCE,SHARED SERVICES CONNECTED LTD,1011714128,31220.46,SSCL Core charge management services 2020-21,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NEXT GENERATION - HR,PEOPLE & ORGANISATIONAL CHANGE,MINISTRY OF JUSTICE,2012700882,31050,CSHR Casework (MoJ) ? Annual Service 2020/21,NP209BB,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER - NEXT GENERATION - HR,PEOPLE & ORGANISATIONAL CHANGE,MINISTRY OF JUSTICE,2012700882,31050,UK VAT - UK VAT,NP209BB,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER,RISK ASSESSMENT - RESEARCH AND DEVELOPMENT,DEMOS,1011714145,30480,FS900102 Renew Normal: Our Food System After Covid-19,SW1A 2DD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANALYTICS UNIT,CAMPDEN BRI,1011714113,30000,Supply of Comparing international approaches to food safety regulation of GM and Novel Foods,GL55 6LD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-15,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011714124,29533.2,IT19 Build Manage & Maintain (EUC) (Sep 20 - Mar 21),NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2020-10-23,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011714183,29533.2,IT19 Build Manage & Maintain (EUC) (Sep 20 - Mar 21),NG1 1LS,ADMIN
