DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,SECURITY & ESTATES,D T Z,1011703223,1841181.65,RACK RENT,EC2N 2BQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANIMAL FEED,TRADING STANDARDS INSTITUTE (GRANTS),1011703245,594889.58, Feed Official Controls funding 2016/17,SS15 6TH,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-09,EXP - RENTALS UNDER NON-PFI OPERATING LEASES - OTHER RENTALS - RENT,SECURITY & ESTATES,D T Z,1011703223,368236.33,RACK RENT,EC2N 2BQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-15,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,ANIMAL FEED,TRADING STANDARDS INSTITUTE (GRANTS),1011703277,273962.12,Feed Official Controls funding 2016/17,SS15 6TH,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-30,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT SERVICE DELIVERY,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011703375,247227.28,Capita Service Charge June 17,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-30,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT SERVICE DELIVERY,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011703375,247227.28,Capita Service Charge May 17,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-15,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERV OUTSRCG- CIVIL SERV PENSION ADMIN,FINANCE BRANCH,LONDON PENSIONS FUND AUTHORITY,1011703282,118815,JUNE 17 FUND,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-13,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT - CILOR,SECURITY & ESTATES,LONDON BOROUGH OF CAMDEN,1011703253,111277,BALANCE OF RATES PAYMENTS FOR JUN 17,WC1H 8NH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-26,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,RAINMAKER SOLUTIONS LTD,1011703334,104082.71,Evolve IT Workpackage 3 ? Overarching Management,MK18 1HD,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-06-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"RADIOLOGICAL, NOVEL FOOD & PROCESSES",C E F A S,2012700237,71413.35,INVOICE FOR THE PERIOD MAY 2017,NR33 0HT,PROGRAMME
