DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011709674,525275.8,Feed Off. Conts 2018/19 Prog delivery (inland/ports),SS15 6TH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-20,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERV OUTSRCG- CIVIL SERV PENSION ADMIN,FINANCE,LONDON PENSIONS FUND AUTHORITY,1011709697,124568.58,2019-20 LPFA pension deficit reduction,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-16,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011709674,98750.35,Feed Off. Conts 2018/19 Prog delivery,SS15 6TH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-03,EXP - AMORTISATION - INTANGIBLE ASSETS,NATIONAL FOOD CRIME UNIT - PHASE 2,FLEXIFORM BUSINESS FURNITURE LTD,1011709494,81397.46,Furniture for Birmingham and York Offices.,EC1V 3RS,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-08,EXP - AMORTISATION - INTANGIBLE ASSETS,NATIONAL FOOD CRIME UNIT - PHASE 2,CLUE COMPUTING COMPANY LTD,1011709534,79200,Annual Licenses within NFCU. Required by NFCU,BS14 0LP,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,"NOVEL FOODS, GM, RADIOLOGICAL AND FEED ADDITIVES",C E F A S,2012700627,77054.94,FS101211 - Sampling and analysis contact to be undertaken by CEFAS,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIFIC ADVISORS TEAM,QUADRAM INSTITUTE BIOSCIENCE,1011709517,62500,This is a five-year joint research fellowship between the FSA and Quadram Institutes Biosciences (QIB),NR4 7UA,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-15,EXP - AMORTISATION - INTANGIBLE ASSETS,NATIONAL FOOD CRIME UNIT - PHASE 2,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,1011709658,55287.5,Methods SOW Phase 2a. Service provide to aid the configuration of a Case Management Solution,EC1A 4EN,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIFIC ADVISORS TEAM,UNIVERSITY COLLEGE LONDON,1011709715,50000,"""UCL Behavioural Models fellow(UCL ref: WCID1851785)""",WC1E 6BT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-13,EXP - AMORTISATION - INTANGIBLE ASSETS,NATIONAL FOOD CRIME UNIT - PHASE 2,METHODS BUSINESS AND DIGITAL TECHNOLOGY LTD,1011709619,49438.75,Systems Integrator ? Work package 1,EC1A 4EN,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-29,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,CHIEF SCIENTIFIC ADVISORS TEAM,CABINET OFFICE,2012700633,47492.51,Science & Engineering Fast Stream ,SW1A 2AS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-29,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700635,36022.5,Shellfish biotoxin analysis costs 2019/20,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS,REGULATORY & INTERNATIONAL,FOREIGN & COMMONWEALTH OFFICE,2012700636,33423.16,FCO 2019/20 Platform Charges and Residential Costs for FSA Staff member  based at UKRep in Brussels,MK10 1PX,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-13,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011709621,31655,Datacentre Discovery and Design,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2019-05-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011709773,31655,Datacentre Discovery and Design -,EC1A 4EN,ADMIN
