DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-19,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIVIL SERVICE ADMIN,FINANCE BRANCH,LONDON PENSIONS FUND AUTHORITY,1011706343,121657.75,2018-19 LPFA Pension Deficit reduction.,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-05,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT STRATEGY & DEVELOPMENT,COREAZURE LTD,1011706164,96742,Datacentre Discovery and Design - Milestone 4a: Fixed Price Migration (WP2b) Part B,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-05,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011706180,74953,FSA542Development of TOM,PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIST  ,FRONTIER ECONOMICS LTD,1011706386,46872,FS301052 - Verifying FHRS food business data using ONS datasets ,WC1V 6DA,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-20,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011706361,38705.5,Feed Off. Conts 2017/18 Prog delivery (FH@PP). Feed Official Controls funding 2017/18: To deliver a programme of Official Controls (Food Hygiene at Primary Production) in 2017/18. Additional amount for receiving.,SS15 6TH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700453,36262.5,Shellfish biotoxin monitoring 2018/19,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011706164,36225.71,"Datacentre Discovery and Design - Variable - Azure Basket of Goods - VMs, OMS & Storage (WP5)",EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-01,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,CHIEF SCIENTIST  ,TECHNOLOGY STRATEGY BOARD,2012700451,32531.78,FS204016: 241230 - Non-targeted genetic and chemical profiling to identify adulterants and contaminants in food (Bulk Order),SN2 1UE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-18,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,INFORMATION & KNOWLEDGE MANAGMENT,OPEN DATA INSTITUTE,1011706328,32500,FS101177 Meat Conditions Data Project ,EC2A 4JE,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-06-05,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011706164,31655,Datacentre Discovery and Design - Fixed Price - Azure Managed Service (WP4),EC1A 4EN,ADMIN
