DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,ExpenditureType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011706086,376605.46,Feed Off. Conts 2017/18 Prog delivery (inland/ports). Feed Official Controls funding 2017/18: To deliver a programme of Official Controls (inland inspections/sampling & ports work) in 2017/18.,SS15 6TH,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-22,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011706086,177923.75,Feed Off. Conts 2017/18 Prog delivery (FH@PP). Feed Official Controls funding 2017/18: To deliver a programme of Official Controls (Food Hygiene at Primary Production) in 2017/18.,SS15 6TH,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-03,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,FOODBORNE DISEASE CONTROL,ANIMAL AND PLANT HEALTH AGENCY,2012700435,151058.88,FS101126: Retention / Final payment,KT15 3NB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-16,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIVIL SERVICE ADMIN,FINANCE BRANCH,LONDON PENSIONS FUND AUTHORITY,1011706047,121657.75,2018-19 LPFA Pension Deficit reduction.,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-16,EXP - PURCHASE OF GOODS/SERVICES - SUPPORT - CIVIL SERVICE ADMIN,FINANCE BRANCH,LONDON PENSIONS FUND AUTHORITY,1011706047,121657.75,2018-19 LPFA Pension Deficit reduction.,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-10,Exp - Purchase Of Goods/Services - Consultancy,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705985,110470,FSA RFQ Workpackage 10,PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-11,EXP - RENTALS UNDER NON PFI OPERATING LEASES -OTHER RENTAL- RENT OUTSIDE LONDON,SECURITY & ESTATES,MONTAGU EVANS LLP,1011705995,106677.94,Rent and Rate charges for Foss house,EH3 8EG,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-03,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,PUBLIC HEALTH ENGLAND,2012700434,94959.47,FS516010: NRL for Microbiology (1 April 2017-31 March 2019) Chelvi Leonard,NW9 5EQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-17,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,LGC LTD,1011706058,53333,FS101206-DEVELOPMENT OF QUALITY CONTROL MATERIALS FOR FOOD ALLERGEN ANALYSIS12/01/2018 to 10/05/2019 ,TW11 0LY,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-04,EXP - PURCHASE OF GOODS/SERVICES - IT MANAGEMENT AND CHANGE - IT DEVELOPMENT,IT STRATEGY & DEVELOPMENT,COREAZURE LTD,1011705939,42500,WP8 - GPO & OU Configuration,EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - AMORTISATION - INTANGIBLE ASSETS,IT STRATEGY & DEVELOPMENT,4 NET,1011705942,40307.84,New VC Solution,M32 0TR,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS,IT SERVICE DELIVERY,VODAFONE LTD,1011706067,38922.77,Vodafone Quarterly PSN Charges Q4 2017 - Q4 2018,MK3 5JL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - COMPUTER HARDWARE,IT SERVICE DELIVERY,COREAZURE LTD,1011706117,33685.75,"Datacentre Discovery and Design - Variable - Azure Basket of Goods - VMs, OMS & Storage (WP5)",EC1A 4EN,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-09,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILITIES COSTS,LEGAL  BRANCH A & INVESTIGATIONS,FOREIGN & COMMONWEALTH OFFICE,2012700438,33575.58,2018/19 FCO Platform Charges and Residential Charges for FSA staff member Phil Flaherty based at UKRep in Brussels.,MK10 1PX,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,COMMS,MSQ PARTNERS GROUP LTD,1011706131,31748.1,MSQ - Food Safety Week 2018 Oasis Plan,W1T 4TJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-03,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,PUBLIC HEALTH ENGLAND,2012700434,29481.47,FS101196 - Final Report. Invoice due 28/02/2018,NW9 5EQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-25,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,DIGITAL,WUNDER LTD,1011706118,25000,Food.gov.uk optimisation work April-May 2018,N1 9AB,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-30,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011706134,24611,Littlefish End user monthly service charge Apr 18 - Mar 19,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-03,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,FINANCE BRANCH,SHARED SERVICES CONNECTED LTD,1011705916,24270.42,SSCL Core Charge Management Services 2018-19.  ,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-30,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,LITTLE FISH UK LTD,1011706134,24264,LittleFish Monthy Service Desk charge Apr 18 - Mar 19,NG1 1LS,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-22,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,FINANCE BRANCH,SHARED SERVICES CONNECTED LTD,1011706087,24178.93,SSCL Core Charge Management Services 2018-19.  ,HP2 7AH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-10,Exp - Purchase Of Goods/Services - Consultancy,REGULATING OUR FUTURE,IBM UNITED KINGDOM LTD,1011705985,22094,PERIOD: FROM 03/04/2018 TO 27/04/2018,PO6 3AE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-31,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,MICRO FOOD SAFETY BRANCH,THE CHARTERED INSTITUTE OF ENVIRONMENTAL HEALTH,1011706148,21668.28,FS101098- BULK ORDER Systematic review of the relative proportion of foodborne disease.,SE1 8DJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-04,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700436,21077.13,Shellfish Classification,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700440,14199.45,Shellfish Biotoxin Flesh analysis - DSP,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700440,12540.22,Shellfish Biotoxin Flesh analysis - PSP,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700440,9507.49,Shellfish Biotoxin Flesh analysis - ASP,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,REGULATORY DELIVERY,C E F A S,2012700440,9203.79,Phytoplankton analysis 2017/18,NR33 0HT,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - AMORTISATION - INTANGIBLE ASSETS,IT STRATEGY & DEVELOPMENT,4 NET,1011705942,8061.57,PO11770003253,M32 0TR,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS,IT SERVICE DELIVERY,VODAFONE LTD,1011706067,7784.55,SERVICES,MK3 5JL,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-30,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,COMMS,MSQ PARTNERS GROUP LTD,1011706131,6349.62,PO 11770003606,W1T 4TJ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-29,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011706126,3944.8,Travel Expenses Wk 20,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705889,3849.1,Travel Expenses Wk 16,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011706022,3739.95,Travel Expenses Wk 18,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011706064,3058.92,TRAVEL EXPENSES  Wk 19,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011705948,2812.2,Travel Expenses Wk 17,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011705889,2379.6,Travel Expenses Wk 16,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011705889,2371.6,Travel Expenses Wk 16,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011706022,2217.5,Travel Expenses Wk 18,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATING OUR FUTURE,REDFERN TRAVEL LTD,1011706022,2079.45,Travel Expenses Wk 18,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011705948,2062.45,Travel Expenses Wk 17,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,OPERATIONS ASSURANCE DIVISION (PROGRAMME),REDFERN TRAVEL LTD,1011706064,2031.75,TRAVEL EXPENSES  Wk 19,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011705948,1977.2,Travel Expenses Wk 17,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011706064,1962.85,TRAVEL EXPENSES  Wk 19,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-01,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,REGULATORY DELIVERY,REDFERN TRAVEL LTD,1011705889,1916.7,Travel Expenses Wk 16,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-15,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,OPERATIONAL DELIVERY,REDFERN TRAVEL LTD,1011706022,1853.49,Travel Expenses Wk 18,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,ORGANISATIONAL DEVELOPMENT,REDFERN TRAVEL LTD,1011706064,1812.86,TRAVEL EXPENSES  Wk 19,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-05-18,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,FINANCE BRANCH,REDFERN TRAVEL LTD,1011706064,1617,TRAVEL EXPENSES  Wk 19,BD1 5HQ,ADMIN
