DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011707806,273526.25, Feed Official Controls funding 2018/19,SS15 6TH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,MICROBIOLOGICAL FOOD SAFETY BRANCH,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",1011707681,127405.87,10th Management Group meeting ,OX1 2JD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-28,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,REGULATORY DELIVERY,TRADING STANDARDS INSTITUTE (GRANTS),1011707806,126303.25, Feed Official Controls funding 2018/19,SS15 6TH,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,MICROBIOLOGICAL FOOD SAFETY BRANCH,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",1011707681,124172.84,7th Steering Group meeting (incorporating 11th Management Group meeting) ,OX1 2JD,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-15,EXP - PURCHASE OF GOODS/SERVICES - SHARED SERV OUTSRCG- CIVIL SERV PENSION ADMIN,FINANCE,LONDON PENSIONS FUND AUTHORITY,1011707695,121657.75,2018-19 LPFA Pension Deficit reduction.,EC3N 4LP,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER - PROGRAMME EXPENDITURE,SCIENTIFIC METHODS AND LABORATORY POLICY,PUBLIC HEALTH ENGLAND,2012700532,83862.7,NRL for Microbiology (1 April 2017-31 March 2019) ,NW9 5EQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-20,EXP - AMORTISATION - INTANGIBLE ASSETS,IT STRATEGY & DEVELOPMENT,COMPUTACENTER UK LTD,1011707723,80311,Lenovo laptop,AL10 9TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-08,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL FOOD CRIME UNIT - PHASE 2,PA CONSULTING SERVICES LTD,1011707616,66175,FSA572 Work Package 3 NFCU Phase 2,SG8 6DP,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-02,Exp - Purchase Of Goods/Services - Consultancy,NATIONAL FOOD CRIME UNIT - PHASE 2,PA CONSULTING SERVICES LTD,1011707555,65068,FSA572: Work package 2 ? NFCU Phase 2,SG8 6DP,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2018-11-02,EXP - PURCHASE OF GOODS/SERV - SUPPORT - IT SUPPORT SERVICES,IT SERVICE DELIVERY,CIVICA UK LTD,1011707556,50368,Monthly Charge,DY1 4TD,ADMIN
